year,assoc_actor_1,country,admin1,admin2,admin3,location,latitude,longitude,notes,fatalities,date_of_event
2023,NA,Iran,Tehran,Tehran,Central,Tehran - District 21,35.708,51.215,"On 21 February 2023, special housing applicants protested in front of the municipality building in Tehran - District 21 (Tehran) over special housing not being provided as allegedly promised.",0,2023-02-21
2023,Labor Group (Iran),Iran,Tehran,Tehran,Central,Tehran - District 7,35.722,51.444,"On 20 February 2023, retired telecommunications workers protested in front of the Ministry of Telecommunications and Information Technology building in Tehran - District 7 (Tehran) in criticism of a recent increase in insurance payment rates.",0,2023-02-20
2023,Labor Group (Iran),Iran,Khuzestan,Ahvaz,Central,Ahvaz,31.319,48.684,"On 20 February 2023, retired telecommunications workers protested in front of the provincial telecommunications office in Ahvaz city (Khuzestan) in criticism of a recent increase in insurance payment rates.",0,2023-02-20
2023,Labor Group (Iran),Iran,Markazi,Arak,Central,Arak,34.092,49.689,"On 20 February 2023, retired telecommunications workers protested in front of the provincial telecommunications office in Arak city (Markazi) in criticism of a recent increase in insurance payment rates.",0,2023-02-20
2023,Labor Group (Iran),Iran,Hamadan,Hamadan,Central,Hamadan,34.799,48.515,"On 20 February 2023, retired telecommunications workers protested in front of the provincial telecommunications office in Hamadan city (Hamadan) in criticism of a recent increase in insurance payment rates.",0,2023-02-20
2023,Labor Group (Iran),Iran,Ilam,Ilam,Central,Ilam,33.637,46.423,"On 20 February 2023, retired telecommunications workers protested in front of the provincial telecommunications office in Ilam city (Ilam) in criticism of a recent increase in insurance payment rates.",0,2023-02-20
2023,Labor Group (Iran),Iran,Isfahan,Isfahan,Central,Isfahan,32.653,51.675,"On 20 February 2023, retired telecommunications workers protested in front of the provincial telecommunications office in Isfahan city (Isfahan) in criticism of a recent increase in insurance payment rates.",0,2023-02-20
2023,Labor Group (Iran),Iran,Kerman,Kerman,Central,Kerman,30.283,57.079,"On 20 February 2023, retired telecommunications workers protested in front of the provincial telecommunications office in Kerman city (Kerman) in criticism of a recent increase in insurance payment rates.",0,2023-02-20
2023,Labor Group (Iran),Iran,Kermanshah,Kermanshah,Central,Kermanshah,34.314,47.065,"On 20 February 2023, retired telecommunications workers protested in front of the provincial telecommunications office in Kermanshah city (Kermanshah) in criticism of a recent increase in insurance payment rates.",0,2023-02-20
2023,Labor Group (Iran),Iran,Lorestan,Khorramabad,Central,Khorramabad,33.488,48.356,"On 20 February 2023, retired telecommunications workers protested in front of the provincial telecommunications office in Khorramabad city (Lorestan) in criticism of a recent increase in insurance payment rates.",0,2023-02-20
2023,Labor Group (Iran),Iran,Razavi Khorasan,Mashhad,Central,Mashhad,36.316,59.568,"On 20 February 2023, retired telecommunications workers protested in front of the provincial telecommunications office in Mashhad city (Razavi Khorasan) in criticism of a recent increase in insurance payment rates.",0,2023-02-20
2023,Labor Group (Iran),Iran,Gilan,Rasht,Central,Rasht,37.276,49.589,"On 20 February 2023, retired telecommunications workers protested in front of the provincial telecommunications office in Rasht city (Gilan) in criticism of a recent increase in insurance payment rates.",0,2023-02-20
2023,Labor Group (Iran),Iran,Kurdistan,Sannandaj,Central,Sanandaj,35.315,46.999,"On 20 February 2023, retired telecommunications workers protested in front of the provincial telecommunications office in Sanandaj city (Kuridstan) in criticism of a recent increase in insurance payment rates.",0,2023-02-20
2023,Labor Group (Iran),Iran,Kohgiluyeh and Boyer-Ahmad,Yasooj,Central,Yasuj,30.668,51.588,"On 20 February 2023, retired telecommunications workers protested in front of the provincial telecommunications office in Yasuj city (Kohgiluyeh and Boyer-Ahmad) in criticism of a recent increase in insurance payment rates.",0,2023-02-20
2023,Labor Group (Iran),Iran,Isfahan,Ardestan,Central,Ardestan,33.376,52.369,"On 20 February 2023, workers for Ardestan Steel Factory went on strike and held a protest rally in Ardestan city (Isfahan) over four months of wage arrears.",0,2023-02-20
2023,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 22,35.742,51.206,"On 20 February 2023, protesters rallied in the Bagheri neighborhood of Tehran - District 22 (Tehran) as part of the Mahsa Amini movement, chanting anti-government slogans.",0,2023-02-20
2023,NA,Iran,Markazi,Saveh,Central,Saveh,35.021,50.357,"On 20 February 2023, applicants for the Saveh Housing Project protested at the government offices in Saveh city (Markazi) over the failure of the project to deliver upon promised housing units.",0,2023-02-20
2023,Women (Iran),Iran,Kohgiluyeh and Boyer-Ahmad,Yasooj,Central,Yasuj,30.668,51.588,"On 20 February 2023, rioters burned banners of the Supreme Leader in Yasuj city (Kohgiluyeh and Boyer-Ahmad) chanting anti-government slogans, as part of the Mahsa Amini movement.",0,2023-02-20
2023,NA,Iran,Bushehr,Bushehr,Central,Bandar e Bushehr,28.968,50.839,"On 19 February 2023, two unidentified individuals on motorcycle threw molotov cocktails at the governor's office in Bandar e Bushehr city (Bushehr) likely in relation to the Mahsa Amini demonstration movement.",0,2023-02-19
2023,Labor Group (Iran),Iran,Tehran,Tehran,Central,Tehran - District 7,35.722,51.444,"On 19 February 2023, bakers protested in front of the Tehran Bakers Union building in Tehran - District 7 (Tehran) over poor living conditions resulting from insufficient income.",0,2023-02-19
2023,Labor Group (Iran),Iran,Kohgiluyeh and Boyer-Ahmad,Yasooj,Central,Yasuj,30.668,51.588,"On 19 February 2023, municipal workers protested in front of the government offices in Yasuj city (Kohgiluyeh and Boyer-Ahmad) over unpaid wage arrears.",0,2023-02-19
2023,Labor Group (Iran),Iran,Khuzestan,Ahvaz,Central,Ahvaz,31.319,48.684,"On 19 February 2023, retirees protested in front of the Social Security building in Ahvaz city (Khuzestan) demanding equalization of pension payments and criticizing the poor living conditions for pensioners.",0,2023-02-19
2023,Labor Group (Iran),Iran,Hormozgan,Bandar-Abbas,Central,Bandar Abbas,27.186,56.281,"On 19 February 2023, retirees protested in front of the Social Security building in Bandar Abbas city (Hormozgan) demanding equalization of pension payments and criticizing the poor living conditions for pensioners.",0,2023-02-19
2023,Labor Group (Iran),Iran,Kerman,Kerman,Central,Kerman,30.283,57.079,"On 19 February 2023, retirees protested in front of the Social Security building in Kerman city (Kerman) demanding equalization of pension payments and criticizing the poor living conditions for pensioners.",0,2023-02-19
2023,Labor Group (Iran),Iran,Kermanshah,Kermanshah,Central,Kermanshah,34.314,47.065,"On 19 February 2023, retirees protested in front of the Social Security building in Kermanshah city (Kermanshah) demanding equalization of pension payments and criticizing the poor living conditions for pensioners.",0,2023-02-19
2023,Labor Group (Iran),Iran,Gilan,Rasht,Central,Rasht,37.276,49.589,"On 19 February 2023, retirees protested in front of the Social Security building in Rasht city (Gilan) demanding equalization of pension payments.",0,2023-02-19
2023,Labor Group (Iran),Iran,Khuzestan,Shush,Central,Shush,32.194,48.244,"On 19 February 2023, retirees protested in front of the Social Security building in Shush city (Khuzestan) demanding equalization of pension payments and criticizing the poor living conditions for pensioners.",0,2023-02-19
2023,Labor Group (Iran),Iran,Khuzestan,Shushtar,Central,Shushtar,32.05,48.848,"On 19 February 2023, retirees protested in front of the Social Security building in Shushtar city (Khuzestan) demanding equalization of pension payments and criticizing the poor living conditions for pensioners.",0,2023-02-19
2023,Labor Group (Iran),Iran,Isfahan,Isfahan,Central,Isfahan,32.653,51.675,"On 19 February 2023, retirees protested in front of the Steel Pension Fund building in Isfahan city (Isfahan) criticizing poor living conditions for retirees and demanding equalization of pension payments.",0,2023-02-19
2023,Labor Group (Iran),Iran,Khuzestan,Ahvaz,Central,Ahvaz,31.319,48.684,"On 19 February 2023, workers employed by the Kisun urban train construction contracting company protested in Ahvaz city (Khuzestan) over unpaid wage arrears and their ongoing furlough.",0,2023-02-19
2023,Teachers (Iran),Iran,East Azerbaijan,Tabriz,Central,Tabriz,38.08,46.292,"On 19 February 2023, teachers protested near the clock museum in Tabriz city (East Azerbaijan) over their demands not being met regarding salary equalization.",0,2023-02-19
2023,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 6,35.725,51.403,"On 19 February 2023, the families of prisoners condemned to death rallied outside the Supreme Court in Tehran - District 6 (Tehran) calling for mercy for their family members. The prisoners in question were people arrested during the demonstrations related to the death of Mahsa Amini.",0,2023-02-19
2023,NA,Iran,Tehran,Tehran,Central,Tehran - District 12,35.681,51.429,"On 19 February 2023, aggrieved customers of Negin Khodro protested in front of the Public Prosecutor's office in Tehran - District 12 (Tehran) over the failure of the company to deliver upon pre-purchased vehicles, demanding that the government address their case.",0,2023-02-19
2023,Women (Iran),Iran,Hormozgan,Bandar-Abbas,Central,Bandar Abbas,27.186,56.281,"On 19 February 2023, rioters threw molotov cocktails at the Basij post in the Salimi area of Bandar Abbas city (Hormozgan) likely related to the anti-government Mahsa Amini movement.",0,2023-02-19
2023,NA,Iran,Kurdistan,Saqqez,Central,Saqqez,36.25,46.273,"On 18 February 2023, Iranian police shot and killed a Kurdish man in Saqqez city (Kurdistan) based on allegations of him having painted anti-government graffiti.",1,2023-02-18
2023,Sunni Muslim Group (Iran),Iran,Kurdistan,Sannandaj,Central,Sanandaj,35.315,46.999,"On 17 February 2023, Sunni Muslims held a protest rally in Sanandaj city (Kurdistan) in condemnation of the arrest of the Sunni Friday Imam of the Nanaleh Mosque.",0,2023-02-17
2023,Sunni Muslim Group (Iran),Iran,West Azerbaijan,Sardasht,Central,Sardasht,36.155,45.479,"On 17 February 2023, protesters held a march after Friday prayers in Sardasht city (West Azerbaijan) demanding an explanation for the recent arrest of the city's Sunni Friday Imam.",0,2023-02-17
2023,Sunni Muslim Group (Iran); Women (Iran); Baloch Ethnic Group (Iran),Iran,Sistan and Baluchestan,Khash,Central,Khash,28.221,61.216,"On 17 February 2023, protesters held a march after Friday prayers in Khash city (Sistan and Baluchestan) during which they condemned the government for violence against women, Baloch people, and Sunni Muslims.",0,2023-02-17
2023,Sunni Muslim Group (Iran); Women (Iran); Baloch Ethnic Group (Iran),Iran,Sistan and Baluchestan,Zahedan,Central,Zahedan,29.496,60.863,"On 17 February 2023, protesters held a march after Friday prayers in Zahedan city (Sistan and Baluchestan) during which they condemned the government for violence against women, Baloch people, and Sunni Muslims.",0,2023-02-17
2023,NA,Iran,Tehran,Tehran,NA,Tehran,35.694,51.422,"On 16 February 2023, Iranian police on motorcycle opened fire at possible protesters in an unspecified area of Tehran city (Tehran) amidst resurgent demonstrations related to the death of Mahsa Amini. Unknown casualties.",0,2023-02-16
2023,Women (Iran),Iran,Markazi,Arak,Central,Arak,34.092,49.689,"On 16 February 2023, protesters marched in the streets of Arak city (Markazi) as part of the Mahsa Amini demonstration movement, and in commemoration of 40 days since the execution of prisoners arrested during the demonstrations, chanting anti-government and pro-feminist slogans.",0,2023-02-16
