Laurel Crime Reports,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Date,Classification ,Location ,Summary,,,,,,,,,,
,3/14/23,ATTEMPTED VEHICLE ,1 blk Woodland Ct ,An unknown suspect attempted to steal a vehicle by damaging the ignition. ,,,,,,,,,,
,3/14/23,THEFT FROM AUTO,9600 blk Fort Meade Rd ,A steering wheel airbag was stolen from a vehicle. ,,,,,,,,,,
,3/14/23,VEHICLE ACCIDENT ,Seventh St / Laurel Ave,A driver was transported to the hospital following a vehicle accident.,,,,,,,,,,
,3/14/23,THEFT FROM AUTO,7800 blk Contee Rd ,A handicap placard was stolen from a vehicle.,,,,,,,,,,
,3/14/23,STOLEN VEHICLE,9600 blk Fort Meade Rd,Two individuals were arrested in connection to a vehicle theft.,,,,,,,,,,
,3/14/23,CARJACKING REPORT,6900 blk Van Dusen Rd,A male attempted to carjack a victim at gunpoint. ,,,,,,,,,,
,3/15/23,VANDALISM,200 Blk Washington Blvd,The window to a store front was damaged. ,,,,,,,,,,
,3/15/23,THEFT FROM AUTO,100 Blk Bowie Rd,A purse was stolen from a vehicle. ,,,,,,,,,,
,3/15/23,THEFT REPORT,15100 Blk Baltimore Ave ,A male was observed shoplifting items and fleeing the scene. ,,,,,,,,,,
,3/15/23,RECOVERED STOLEN VEHICLE,1000 Blk Overlook Way,A stolen Kia was recovered.,,,,,,,,,,
,3/15/23,THEFT FROM AUTO,14100 Blk Yardarm Way,Electronics were stolen from a vehicle. ,,,,,,,,,,
,3/15/23,THEFT REPORT,14600 Blk Laurel Bowie Rd ,Three males were observed shoplifting items and fleeing the scene. ,,,,,,,,,,
,3/15/23,RECOVERED STOLEN VEHICLE,15100 Blk Kalmia Dr,A stolen Hyundai was recovered. ,,,,,,,,,,
,3/15/23,THEFT FROM AUTO,14600 Blk Baltimore Ave ,A window was shattered to a vehicle and a bag was stolen.,,,,,,,,,,
,3/15/23,RECOVERED NARCOTICS ,Van Dusen Rd / Konterra Dr,Narcotics were recovered in a traffic stop. ,,,,,,,,,,
,3/17/23,THEFT REPORT,9600 Blk Fort Meade Rd,Juveniles were observed shoplifting and fleeing the scene. ,,,,,,,,,,
,3/17/23,SHOOTING,8200 Blk Londonderry Ct,A 15 year old was transported to the hospital with a non-life-threatening gunshot wound. ,,,,,,,,,,
,3/17/23,THEFT REPORT,13600 Blk Baltimore Ave ,Two males stole food and fled. ,,,,,,,,,,
,3/17/23,THEFT FROM AUTO,9100 Blk Huntington Ct,Registration plates were stolen off of a vehicle. ,,,,,,,,,,
,3/17/23,STOLEN VEHICLE,Marshall Ave / Baltimore Ave ,A Volkswagen Passat was stolen by unknown means. ,,,,,,,,,,
,3/18/23,DWI ARREST,Baltimore Ave / Bowie Rd,A male was arrested for driving under the influence. ,,,,,,,,,,
,3/18/23,DWI ARREST,Cherry Ln / Belle Ami Dr,A male was arrested for driving under the influence. ,,,,,,,,,,
,3/18/23,RECOVERED STOLEN VEHICLE,14700 Blk Fourth St,A stolen Hyundai was recovered. ,,,,,,,,,,
,3/18/23,STOLEN VEHICLE,1100 Blk Fourth St,A Kia Optima was stolen by unknown means. ,,,,,,,,,,
,3/19/23,THEFT FROM AUTO,14600 Blk Philip Ct ,Registration plates were stolen off of a vehicle. ,,,,,,,,,,
,3/19/23,STOLEN VEHICLE,1 Blk Second St ,A Toyota Camry was stolen by unknown means.,,,,,,,,,,
,3/19/23,BREAK IN REPORT,14700 Blk Spring Haven Ln,Unknown suspects broke into a vacant residence. ,,,,,,,,,,
,3/19/23,ROBBERY REPORT,1 Blk Riverview Ct,A delivery driver was robbed.,,,,,,,,,,
,3/21/23,THEFT FROM AUTO,14700 Blk Fourth St ,Electronics were stolen from a vehicle. ,,,,,,,,,,
,3/21/23,THEFT FROM AUTO,14700 Blk Fourth St ,Several items were stolen out of an unsecure vehicle. ,,,,,,,,,,
,3/22/23,THEFT REPORT,9600 Blk Fort Meade ,A cellphone was stolen. ,,,,,,,,,,
,3/22/23,DUI ARREST,300 Blk Washington Blvd,A male was arrested for driving under the influence. ,,,,,,,,,,
,3/22/23,THEFT REPORT,14700 Blk Baltimore Ave ,A male was arrested for shoplifting.  ,,,,,,,,,,
,3/23/23,THEFT REPORT,14700 Blk Baltimore Ave,Two males were observed shoplifting and fleeing the scene.  ,,,,,,,,,,
,3/23/23,THEFT FROM AUTO,100 Blk Bowie Rd,An unknown suspect damaged a window to a vehicle and stole a purse. ,,,,,,,,,,
,3/23/23,THEFT FROM AUTO,100 Blk Woodland Ct ,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,3/23/23,CARJACKING,8200 Blk Ashford Blvd,A victim was carjacked at gunpoint. ,,,,,,,,,,
,3/23/23,THEFT FROM AUTO,6900 Blk Andersons Way,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,3/23/23,THEFT REPORT,14300 Blk Baltimore Ave ,A male was arrested for shoplifting.  ,,,,,,,,,,
,3/24/23,RECOVERED STOLEN VEHICLE,900 Blk Eighth St,A stolen Kia was recovered. ,,,,,,,,,,
,3/24/23,THEFT FROM AUTO,1100 Blk Westview Ter,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,3/24/23,THEFT REPORT,14600 Blk Baltimore Ave,Juveniles fled without paying for services.,,,,,,,,,,
,3/25/23,THEFT FROM AUTO,900 Blk Washington Blvd ,An unknown suspect damaged a window to a vehicle and stole a purse. ,,,,,,,,,,
,3/25/23,RECOVERED STOLEN VEHICLE,14700 Blk Fourth St,A stolen Hyundai was recovered. ,,,,,,,,,,
,3/26/23,THEFT FROM AUTO,800 Blk Kay Ct ,An unknown suspect damaged a window to a vehicle and stole an airbag.,,,,,,,,,,
,3/26/23,THEFT FROM AUTO,800 Blk Washington Blvd ,An unknown suspect damaged a window to a vehicle and stole an airbag.,,,,,,,,,,
,3/26/23,STOLEN VEHICLE,14800 Blk Fourth St ,A Hyundai Elantra was stolen by damaged ignition. ,,,,,,,,,,
,3/27/23,RECOVERED STOLEN VEHICLE,7800 Blk Contee Rd,A stolen Kia was recovered. ,,,,,,,,,,
,3/27/23,STOLEN VEHICLE,7800 Blk Contee Rd,A Hyundai Elantra was stolen by damaged ignition. ,,,,,,,,,,
,3/27/23,THEFT REPORT,300 Blk Montrose Ave,A male was observed stealing electronics and fleeing the scene. ,,,,,,,,,,
,3/27/23,STOLEN VEHICLE,8300 Blk Ashford Blvd,A Hyundai Elantra was stolen by unknown means.,,,,,,,,,,
,3/28/23,STOLEN VEHICLE,14700 Blk Fourth St ,A Dodge Charger was stolen by unknown means.,,,,,,,,,,
,3/28/23,RECOVERED STOLEN VEHICLE,1100 Blk White Way,Two stolen Hyundai's were recovered.,,,,,,,,,,
,3/28/23,STOLEN VEHICLE,15400 Blk Arbory Way,A Kia was stolen by unknown means.,,,,,,,,,,
,3/28/23,THEFT REPORT,600 Blk Washington Blvd ,A female was observed shoplifting and fleeing the scene.,,,,,,,,,,
,3/28/23,STOLEN PACKAGE,800 Blk Fifth St,A package was stolen.,,,,,,,,,,
,3/28/23,ROBBERY,15100 Blk Laurel Oaks Ln,Two juveniles were assaulted and robbed. ,,,,,,,,,,
,3/29/23,RECOVERED STOLEN VEHICLE,14800 Blk Baltimore Ave ,A stolen Honda was recovered. ,,,,,,,,,,
,3/29/23,RECOVERED STOLEN VEHICLE,15400 Blk Laurelton Dr,Two stolen Hyundai's were recovered. ,,,,,,,,,,
,3/29/23,ATTEMPTED AUTO THEFT,Mulberry St / Harvest Bend Ln,An unknown suspect attempted to steal a Hyundai. ,,,,,,,,,,
,3/29/23,THEFT REPORT,100 Blk Bowie Rd,An individual was observed shoplifting items and fleeing the scene. ,,,,,,,,,,
,3/29/23,DUI ARREST,14600 Blk Laurel Pl,A male was arrested for driving under the influence. ,,,,,,,,,,
,3/30/23,THEFT FROM AUTO,100 Blk Saint Mary's Pl,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,3/30/23,THEFT REPORT,14700 Blk Baltimore Ave ,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,3/30/23,STOLEN VEHICLE,100 Blk Irving St,A Chrysler Van was stolen by unknown means.,,,,,,,,,,
,3/31/23,THEFT REPORT,14700 Blk Fourth St ,A wallet was stolen form the victim.,,,,,,,,,,
,3/31/23,JUVENILE ARREST,8200 Blk Harvest Bend Ln,A juvenile was arrested in connection to a vehicle theft.,,,,,,,,,,
,3/31/23,STOLEN VEHICLE,14900 Blk Baltimore Ave,A Kia was stolen by unknown means.,,,,,,,,,,
,4/1/23,THEFT REPORT,600 Blk Seventh St,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,4/1/23,ATTEMPTED AUTO THEFT,7600 Blk North Arbory Way,An unknown suspect attempted to steal a Kia. ,,,,,,,,,,
,4/1/23,THEFT FROM AUTO,13900 Blk Clarkwood Ln,Electronics were stolen from a vehicle. ,,,,,,,,,,
,4/1/23,ADULT ARREST,14800 Blk Baltimore Ave ,A male was arrested for theft from a vehicle. ,,,,,,,,,,
,4/1/23,THEFT FROM AUTO,13900 Blk Chadsworth Ter,Two vehicles were broken into and had items stolen. ,,,,,,,,,,
,4/1/23,ACCIDENT ,Eighth St / Talbott Ave ,A driver was transported to the hospital following an accident. ,,,,,,,,,,
,4/1/23,THEFT FROM AUTO,13600 Blk Baltimore Ave ,A passenger window was shattered to a vehicle and a purse was stolen. ,,,,,,,,,,
,4/2/23,THEFT REPORT,14800 Blk Baltimore Ave ,A female was observed shoplifting and fleeing the scene.,,,,,,,,,,
,4/2/23,Non-Contact Shooting,14700 Blk Shiloh Ct ,"An unknown suspect shot into a residence, but no injuries occurred. ",,,,,,,,,,
,4/3/23,THEFT FROM AUTO,900 Blk Park Hill Rd,A passenger window was shattered to a vehicle and an airbag was stolen. ,,,,,,,,,,
,4/3/23,ARMED PERSON,14800 Blk Fourth St,An unknown suspect pointed a firearm at the victim in a road rage incident. ,,,,,,,,,,
,4/3/23,THEFT FROM AUTO,1 Blk Woodland Ct ,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,4/3/23,THEFT FROM AUTO,800 Blk Washington Blvd ,A passenger window was shattered to a vehicle and a purse was stolen. ,,,,,,,,,,
,4/3/23,ATTEMPTED AUTO THEFT,14700 Blk Fourth St,An unknown suspect attempted to break into a vehicle. ,,,,,,,,,,
,4/3/23,THEFT FROM AUTO,14700 Blk Fourth St,A passenger window was shattered to a vehicle and a bag was stolen. ,,,,,,,,,,
,4/3/23,THEFT FROM AUTO,14700 Blk Fourth St,Several items were stolen from a vehicle. ,,,,,,,,,,
,4/3/23,THEFT REPORT,13900 Blk Chadsworth Ter,An unknown suspect was observed breaking into multiple vehicle. ,,,,,,,,,,
,4/3/23,THEFT FROM AUTO,1 Blk Sharon Ct ,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,4/4/23,STOLEN VEHICLE,9100 Blk Scott Adam Ct,An unknown suspect entered an unsecure Toyota Corolla and fled the scene. ,,,,,,,,,,
,4/4/23,THEFT REPORT,1700 Blk Mill Branch Dr,Household items were stolen.,,,,,,,,,,
,4/4/23,THEFT FROM AUTO,800 Blk Fifth St,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,4/4/23,THEFT REPORT,14100 Blk Baltimore Ave,Several electronics were stolen. ,,,,,,,,,,
,4/5/23,THEFT FROM AUTO,8400 Blk Cherry Ln ,A wallet was stolen from a vehicle.,,,,,,,,,,
,4/5/23,THEFT REPORT,600 Blk Seventh St,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,4/5/23,THEFT FROM AUTO,100 Blk Bryan Ct ,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,4/5/23,THEFT FROM AUTO,14700 Blk Fourth St,An unknown suspect attempted to steal a Hyundai. ,,,,,,,,,,
,4/6/23,THEFT REPORT,100 Blk Bowie Rd,Money was stolen from the victim.,,,,,,,,,,
,4/6/23,THEFT FROM AUTO,800 Blk Fifth St,Two registration plates were stolen off of a vehicle.,,,,,,,,,,
,4/6/23,ATTEMPTED STOLEN VEHICLE,14700 Blk Fourth St ,An unknown suspect attempted to steal a Hyundai.,,,,,,,,,,
,4/6/23,THEFT FROM AUTO,8300 Blk Ashford Blvd,Parts were stolen off of a vehicle. ,,,,,,,,,,
,4/7/23,THEFT FROM AUTO,1000 Blk Turney ,A registration plate was stolen off of vehicle. ,,,,,,,,,,
,4/7/23,THEFT REPORT,400 Blk Sandy Spring Rd,A male and female was observed shoplifting and fleeing the scene.,,,,,,,,,,
,4/7/23,STOLEN VEHICLE,14300 Blk Laurel Bowie Rd ,A trailer was stolen by unknown means. ,,,,,,,,,,
,4/8/23,STOLEN VEHICLE,14700 Blk Fourth St ,A Kia was stolen by unknown means. ,,,,,,,,,,
,4/8/23,ATTEMPTED STOLEN VEHICLE,14700 Blk Fourth St ,An unknown suspect attempted to steal a Kia.,,,,,,,,,,
,4/8/23,STOLEN VEHICLE,15800 Blk Deer Creek Ct,A Hyundai was stolen by unknown means. ,,,,,,,,,,
,4/8/23,THEFT FROM AUTO,7300 Blk Wellbrook Ct,A wallet was stolen out of an unsecure vehicle.,,,,,,,,,,
,4/9/23,NON-CONTACT SHOOTING,300 Blk Main St ,A non contact shooting occurred during an altercation. ,,,,,,,,,,
,4/9/23,STOLEN VEHICLE,9600 Blk Fort Meade Rd ,A purse was stolen out of a vehicle. ,,,,,,,,,,
,4/9/23,MOTORCYCLE ACCIDENT ,8000 Blk Cherry Ln ,A driver was transported to the hospital following a motorcycle accident. ,,,,,,,,,,
,4/10/23,THEFT REPORT,300 Blk Washington Blvd ,Three individuals fled without paying for services. ,,,,,,,,,,
,4/10/23,STOLEN VEHICLE,14700 Blk Fourth St ,An Infiniti was stolen by unknown means.  ,,,,,,,,,,
,4/10/23,THEFT FROM AUTO,13600 Blk Baltimore Ave ,Several items were stolen from an unsecure vehicle. ,,,,,,,,,,
,4/10/23,PACKAGE THEFT,13900 Blk Saratoga Ave,Packages were stolen from a residence. ,,,,,,,,,,
,4/10/23,ATTEMPTED STOLEN VEHICLE,14700 Blk Fourth St ,An unknown suspect attempted to steal a Dodge. ,,,,,,,,,,
,4/10/23,STOLEN VEHICLE,14700 Blk Baltimore Ave,An unknown suspect entered an idling vehicle and fled the scene. ,,,,,,,,,,
,4/18/23,ROBBERY,8200 Blk Harvest Bend Ln ,A juvenile was assaulted and robbed of clothing.,,,,,,,,,,
,4/18/23,THEFT REPORT,100 Blk Bryan Ct ,Bank cards were stolen from the victim.,,,,,,,,,,
,4/19/23,PACKAGE THEFT,7600 Blk South Arbory Ct,Packages were stolen from a residence.,,,,,,,,,,
,4/19/23,THEFT REPORT,14200 Blk Baltimore Ave ,Three females were observed shoplifting and fleeing the scene. ,,,,,,,,,,
,4/20/23,SHOOTING,9600 Blk Fort Meade Rd ,A male responded to the hospital with a gunshot wound.,,,,,,,,,,
,4/20/23,STOLEN VEHICLE,400 Blk Montgomery St ,A Toyota was stolen by unknown means.,,,,,,,,,,
,4/20/23,BURGLARY,14700 Blk Spring Haven Ln,Unknown suspects broke into an unfinished home.,,,,,,,,,,
,4/21/23,DUI  ARREST,Baltimore Ave  / Cherry Ln ,A male was arrested for driving under the influence. ,,,,,,,,,,
,4/21/23,RECOVERED STOLEN VEHICLE,300 Blk Ninth St,A stolen Ford was recovered.,,,,,,,,,,
,4/21/23,ADULT ARREST,14100 Blk Baltimore Ave ,A male was arrested for shoplifting.  ,,,,,,,,,,
,4/22/23,THEFT FROM AUTO,15100 Blk Baltimore Ave ,A backpack was stolen from a vehicle. ,,,,,,,,,,
,4/23/23,ARMED PERSON,14700 Blk Baltimore Ave,A male brandished a firearm at the victim.,,,,,,,,,,
,4/23/23,THEFT FROM AUTO,7800 Blk Contee Rd,Tires were stolen off of a vehicle.,,,,,,,,,,
,4/23/23,VANDALISM,14000 Blk Justin Way,Several vehicles were keyed. ,,,,,,,,,,
,4/23/23,VANDALISM,7800 Blk Contee Rd,The windows to a vehicle were shattered. ,,,,,,,,,,
,4/23/23,DUI  ARREST,900 Blk West St,A male was arrested for driving under the influence. ,,,,,,,,,,
,4/23/23,RECOVERED STOLEN VEHICLE,9300 Blk Spring House Ln,A stolen Dodge was recovered. ,,,,,,,,,,
,4/24/23,STOLEN VEHICLE,14900 Blk Baltimore Ave ,A Hyundai was stolen by unknown means. ,,,,,,,,,,
,4/25/23,VEHICLE ACCIDENT ,Compton Ave / Seventh St,A driver was transported to the hospital following a vehicle accident. ,,,,,,,,,,
,4/25/23,THEFT FROM AUTO,14600 Blk Cambridge Cir,Multiple items were stolen from a vehicle. ,,,,,,,,,,
,4/25/23,STOLEN VEHICLE,Old Sandy Spring Rd / Berryleaf Dr,An Infiniti was stolen by unknown.,,,,,,,,,,
,4/26/23,VEHICLE ACCIDENT ,800 Blk Washington Blvd,A driver was transported to the hospital following a vehicle accident. ,,,,,,,,,,
,4/27/23,STOLEN VEHICLE,1000 Blk Ward St,A Chevy was stolen by unknown means. ,,,,,,,,,,
,4/27/23,THEFT FROM AUTO,300 Blk Compton Ave,Money was stolen from a vehicle.,,,,,,,,,,
,4/27/23,THEFT FROM AUTO,14900 Blk Belle Ami Dr,A tag was stolen off of a vehicle. ,,,,,,,,,,
,4/27/23,THEFT FROM AUTO,8300 Blk Ashford Blvd,A catalytic converter was stolen off of a vehicle.,,,,,,,,,,
,4/27/23,ADULT ARREST,14800 Blk Baltimore Ave ,A male was arrested for shoplifting.  ,,,,,,,,,,
,4/27/23,THEFT REPORT,14700 Blk Baltimore Ave,A female was observed shoplifting and fleeing the scene.,,,,,,,,,,
,4/27/23,THEFT REPORT,600 Blk Washington Blvd ,Two males were observed shoplifting and fleeing the scene. ,,,,,,,,,,
,4/27/23,THEFT REPORT,9600 Blk Fort Meade Rd ,A female was observed shoplifting and fleeing the scene.,,,,,,,,,,
,4/28/23,THEFT FROM AUTO,800 Blk Fifth St,Personal documents were stolen from a vehicle.,,,,,,,,,,
,4/28/23,THEFT REPORT,9600 Blk Fort Meade Rd,A female was observed shoplifting and fleeing the scene.,,,,,,,,,,
,4/28/23,STOLEN VEHICLE,13900 Blk Chadsworth Ter,A Toyota was stolen by unknown means.,,,,,,,,,,
,4/28/23,DUI ARREST,Cherry Ln  / Laurel Pl,A male was arrested for driving under the influence. ,,,,,,,,,,
,4/29/23,THEFT REPORT,14600 Blk Baltimore Ave ,A customer refused to pay for services.,,,,,,,,,,
,4/29/23,STOLEN VEHICLE,300 Blk Seventh St,A Chevy was stolen by unknown means. ,,,,,,,,,,
,4/30/23,STOLEN VEHICLE,14800 Blk Fourth St ,An Infiniti was stolen by unknown.,,,,,,,,,,
,4/30/23,THEFT FROM AUTO,7600 Blk Erica Ln,A tag was stolen off of a vehicle. ,,,,,,,,,,
,4/30/23,THEFT REPORT,14700 Blk Baltimore Ave ,A female was observed shoplifting and fleeing the scene.,,,,,,,,,,
,4/30/23,STOLEN VEHICLE,14700 Blk Baltimore Ave,An unknown suspect entered an idling vehicle and fled the scene.,,,,,,,,,,
,4/30/23,ARMED ROBBERY,300 Blk Montrose Ave,A victim was robbed at gunpoint. ,,,,,,,,,,
,5/1/23,THEFT FROM AUTO,7700 Blk Cherry Ln ,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,5/1/23,ROBBERY,Harrison Dr / White Way,A juvenile was robbed at gunpoint. ,,,,,,,,,,
,5/1/23,THEFT REPORT,14700 Blk Baltimore Ave ,Clothing was stolen. ,,,,,,,,,,
,5/2/23,THEFT REPORT,300 Blk Montrose Ave,Electronics were stolen.,,,,,,,,,,
,5/3/23,THEFT REPORT,9600 Blk Fort Meade Rd ,Construction materials were stolen off of a delivery truck. ,,,,,,,,,,
,5/3/23,Contact Shooting,7300 Blk Van Dusen Rd ,A male was transported to the hospital with a gunshot wound. ,,,,,,,,,,
,5/4/23,THEFT REPORT,300 Blk Washington Blvd,A male was arrested for theft of services. ,,,,,,,,,,
,5/4/23,STOLEN VEHCLE,7600 Blk Old Sandy Spring Rd,A Honda Civic was stolen by unknown means.,,,,,,,,,,
,5/4/23,ATTEMPTED VEHICLE THEFT ,700 Blk Washington Blvd ,An unknown suspect attempted to steal a vehicle. ,,,,,,,,,,
,5/4/23,DUI ARREST,14800 Blk Baltimore Ave ,A male was arrested for driving under the influence. ,,,,,,,,,,
,5/4/23,THEFT REPORT,14200 Blk Baltimore Ave ,A female was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,5/5/23,THEFT FROM AUTO,7300 Blk Split Rail Ln,All four tires were stolen off of a vehicle. ,,,,,,,,,,
,5/5/23,STABBING,8200 Blk Ashford Blvd,A victim was stabbed in an altercation. ,,,,,,,,,,
,5/5/23,Non-Contact Shooting,1 Blk Morris Dr,Shots were fired following an altercation.,,,,,,,,,,
,5/7/23,STOLEN VEHICLE,15300 Blk Laurelton Dr,A Hyundai Elantra was stolen by unknown means. ,,,,,,,,,,
,5/7/23,ARMED ROBBERY,800 Blk Fifth St,A victim was robbed at gunpoint. ,,,,,,,,,,
,5/7/23,STOLEN VEHICLE,14800 Blk Fourth St,A Kia Optima was stolen by unknown means. ,,,,,,,,,,
,5/7/23,RECOVERED STOLEN VEHICLE,15000 Blk Courtland Pl,A stolen Hyundai was located.,,,,,,,,,,
,5/7/23,STOLEN VEHICLE,14700 Blk Fourth St,An Infiniti was stolen by unknown means. ,,,,,,,,,,
,5/7/23,THEFT FROM AUTO,200 Blk Eleventh St,Money was stolen by unknown means. ,,,,,,,,,,
,5/8/23,STOLEN VEHICLE,700 Blk Park Ave,A Kia Optima was stolen by unknown means. ,,,,,,,,,,
,5/8/23,THEFT FROM AUTO,400 Blk Prince George St,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,5/8/23,STOLEN VEHICLE,900 Blk Washington Blvd ,An unknown suspect entered an idling vehicle and fled the scene. ,,,,,,,,,,
,5/8/23,ATTEMPTED VEHICLE THEFT ,200 Blk Eleventh St,An unknown suspect attempted to steal a vehicle. ,,,,,,,,,,
,5/8/23,THEFT FROM AUTO,9100 Blk Scott Adam Ct,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,5/9/23,THEFT FROM AUTO,14600 Blk Philip Ct,An airbag was stolen out of a Honda.,,,,,,,,,,
,5/9/23,THEFT FROM AUTO,14600 Blk Philip Ct,An airbag was stolen out of a Honda.,,,,,,,,,,
,5/9/23,THEFT FROM AUTO,9100 Blk Elaine Ct,An airbag was stolen out of a Honda.,,,,,,,,,,
,5/9/23,THEFT FROM AUTO,100 Blk Sharon Ct ,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,5/9/23,THEFT FROM AUTO,7600 Blk Clare Ct,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,5/9/23,THEFT FROM AUTO,800 Blk Fifth St,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,5/9/23,ROBBERY,14900 Blk Bowie Rd,A victim was robbed at knife point.,,,,,,,,,,
,5/10/23,THEFT FROM AUTO,800 Blk Fifth St,Several items were stolen from an unlocked vehicle. ,,,,,,,,,,
,5/11/23,THEFT REPORT,200 Blk Fort Meade Rd ,A male was arrested for shoplifting. ,,,,,,,,,,
,5/11/23,THEFT FROM AUTO,14600 Blk Baltimore Ave,An unknown suspect shattered the window to a vehicle and stole a purse. ,,,,,,,,,,
,5/11/23,THEFT REPORT,400 Blk Sandy Spring Rd,Two males were observed shoplifting and fleeing the scene. ,,,,,,,,,,
,5/11/23,PACKAGE THEFT,14400 Blk West Side Blvd ,A package was stolen. ,,,,,,,,,,
,5/11/23,THEFT FROM AUTO,800 Blk Fifth St,Personal documents were stolen from a vehicle. ,,,,,,,,,,
,5/12/23,THEFT FROM AUTO,800 Blk Washington Blvd ,An unknown suspect shattered the window to a vehicle and stole a purse. ,,,,,,,,,,
,5/12/23,THEFT REPORT,14700 Blk Baltimore Ave,Two males were observed shoplifting and fleeing the scene. ,,,,,,,,,,
